# Program:featureCounts v1.5.3; Command:"featureCounts" "-s" "1" "-t" "exon" "-g" "gene_name" "-M" "-a" "TetGenomeRef.gtf" "-o" "transcriptome_counts.txt" "/media/pollardlab/POLLARDLAB3/cole_pilot_initial_analysis/step2_alignment/Cole_Pilot_001_S5_R1_001_unique_and_all_MAC.sam" 
Geneid	Chr	Start	End	Strand	Length	/media/pollardlab/POLLARDLAB3/cole_pilot_initial_analysis/step2_alignment/Cole_Pilot_001_S5_R1_001_unique_and_all_MAC.sam
TTHERM_00093970	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	126291;126488;126655;126871;127157;127476	126431;126533;126820;127108;127420;127766	-;-;-;-;-;-	1146	0
TTHERM_00093960	scf_8254697	128012	128422	+	411	2
TTHERM_00093950	scf_8254697	129195	131264	-	2070	0
TTHERM_00093940	scf_8254697;scf_8254697;scf_8254697;scf_8254697	133855;133951;134781;138170	133885;134578;138112;138390	+;+;+;+	4212	0
TTHERM_00093930	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	139453;140258;140549;140709;140955;141157;141346;141605;141851;142027;142203;142359;142534;142686;142900;143116;143296;143474;143634;143799;143968;144115;144277;144449;144590;144779;144922;145203;145429;145567	140197;140336;140638;140798;141044;141246;141435;141694;141940;142116;142292;142448;142623;142775;142989;143205;143385;143563;143723;143888;144060;144204;144366;144538;144679;144868;145011;145289;145508;145571	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3249	0
TTHERM_000092919	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	146406;147218;147798;147942;148207;148356;148568;148753;148982;149138;149301;149463;149601;149747;149927;150118;150283;150458;150609;150766;150957;151113;151285;151432;151576;151772;151913;152160;152348;152515	147156;147299;147887;148031;148296;148445;148657;148842;149071;149227;149390;149552;149690;149836;150016;150207;150375;150547;150698;150855;151043;151202;151374;151521;151665;151861;152002;152249;152439;152519	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3270	0
TTHERM_00092920	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	153879;154413;154789;155061;155377;155790;156158;156430;156819;157756;158287;158587;159256;159494;159993;161115;161434;161763;161913;162251;162853;163184;163511;163663;164002;164333;164659;164989;165304	154092;154502;154878;155150;155466;155879;156247;156519;156908;158219;158358;158636;159441;159890;160023;161204;161523;161852;162002;162340;162933;163264;163600;163752;164091;164422;164748;165078;165566	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3549	0
TTHERM_000092878	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	166015;166392;166728;167076;167417	166135;166481;166817;167165;167487	-;-;-;-;-	462	0
TTHERM_000092879	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	170029;170800;171275;171420;171682;171866;172080;172284;172513;172669;172832;172994;173144;173298;173472;173639;173801;173973;174138;174290;174482;174638;174812;174956;175100;175295;175442;175660;175901;176040	170737;170881;171364;171509;171771;171955;172169;172373;172602;172758;172921;173083;173233;173387;173561;173728;173890;174062;174227;174379;174565;174727;174901;175045;175189;175384;175531;175749;175960;176121	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3267	1
TTHERM_00092880	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	178017;178789;179273;179419;179682;179840;180054;180257;180486;180642;180797;180961;181102;181256;181427;181595;181754;181933;182110;182274;182465;182621;182787;182932;183076;183276;183419;183679;183888;184058	178725;178870;179362;179508;179771;179929;180143;180346;180575;180731;180886;181050;181191;181345;181516;181684;181843;182022;182199;182363;182548;182710;182876;183021;183165;183365;183508;183768;183979;184062	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3222	0
TTHERM_00092870	scf_8254697;scf_8254697;scf_8254697;scf_8254697	187863;187957;188704;192088	187893;188578;192035;192305	+;+;+;+	4203	1
TTHERM_000092856	scf_8254697;scf_8254697;scf_8254697	193246;193689;194059	193636;193828;194325	+;+;+	798	3
TTHERM_000092857	scf_8254697	195305	195850	+	546	18
TTHERM_000092858	scf_8254697	197286	198341	+	1056	2
TTHERM_000092859	scf_8254697;scf_8254697;scf_8254697	199433;201145;201432	201093;201375;201633	+;+;+	2094	1
TTHERM_00092860	scf_8254697	201841	204156	-	2316	0
TTHERM_00092850	scf_8254697;scf_8254697;scf_8254697;scf_8254697	204977;205403;205883;206560	205254;205787;206411;207935	+;+;+;+	2568	9
TTHERM_00092840	scf_8254697;scf_8254697;scf_8254697;scf_8254697	208910;209423;209624;210466	209365;209568;210280;210931	-;-;-;-	1725	0
TTHERM_000092808	scf_8254697	212569	213423	+	855	5
TTHERM_000092809	scf_8254697	214877	215308	+	432	9
TTHERM_00092810	scf_8254697	216843	217835	+	993	23
TTHERM_00092800	scf_8254697;scf_8254697;scf_8254697;scf_8254697	219009;219860;220066;220202	219792;220011;220151;220436	+;+;+;+	1257	8
TTHERM_00092790	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	221003;221308;221502;221659;221803	221216;221416;221601;221730;222009	-;-;-;-;-	702	0
TTHERM_000091779	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	223344;223646;223895;224170;224388;224560;224953;225288;225642;226018;226386;226689	223423;223735;223984;224259;224477;224649;225042;225377;225731;226107;226475;226782	+;+;+;+;+;+;+;+;+;+;+;+	1074	11
TTHERM_00091780	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	227129;227306;227631;228591;228740;228889;229041	227238;227569;228498;228689;228838;228987;229274	-;-;-;-;-;-;-	1773	0
TTHERM_00091770	scf_8254697	230138	231247	-	1110	0
TTHERM_000091749	scf_8254697;scf_8254697	233112;233324	233267;233500	-;-	333	0
TTHERM_00091750	scf_8254697;scf_8254697;scf_8254697;scf_8254697	234142;234704;234867;235060	234634;234805;234995;235439	+;+;+;+	1104	12
TTHERM_00091740	scf_8254697	236493	237731	-	1239	0
TTHERM_00091730	scf_8254697	239880	240599	-	720	0
TTHERM_00091720	scf_8254697	242527	242841	-	315	0
TTHERM_00091710	scf_8254697	245815	246372	-	558	0
TTHERM_000091689	scf_8254697;scf_8254697	247473;248076	247918;248133	+;+	504	0
TTHERM_00091690	scf_8254697	249226	249966	-	741	0
TTHERM_00091680	scf_8254697;scf_8254697	251337;251528	251443;251660	+;+	240	0
TTHERM_00091670	scf_8254697	253101	253694	-	594	0
TTHERM_00091650	scf_8254697	254968	255567	-	600	0
TTHERM_000091629	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	256184;256319;256469;259168;259302;259687;259836;260037;260123;260216	256268;256408;256558;259257;259481;259776;259925;260077;260163;260609	-;-;-;-;-;-;-;-;-;-	1191	0
TTHERM_00091630	scf_8254697;scf_8254697;scf_8254697;scf_8254697	261597;262739;263443;263761	262657;263250;263657;263769	+;+;+;+	1797	5
TTHERM_000091619	scf_8254697	264993	265691	-	699	0
TTHERM_00091620	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	266619;266789;267381;267786;268242;268619;269046;269646;270107;270547;270696;271299;271595;272243;273262;273823	266734;267317;267719;268181;268517;268983;269587;270043;270484;270630;271240;271502;272187;273203;273655;275730	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8028	0
TTHERM_000091609	scf_8254697	276272	276673	-	402	0
TTHERM_00091610	scf_8254697;scf_8254697;scf_8254697;scf_8254697	276710;277217;277776;278106	276934;277595;278019;278256	-;-;-;-	999	0
TTHERM_00091590	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	280299;280495;281303;281781;282355;282965;283364;283766;284434;284550;284801;284952	280355;280967;281610;282304;282513;283309;283639;284380;284494;284747;284895;285017	+;+;+;+;+;+;+;+;+;+;+;+	3177	9
TTHERM_000091579	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	285506;285874;286327;286797;287089;287460	285767;286034;286569;286941;287371;287589	+;+;+;+;+;+	1224	1
TTHERM_00091580	scf_8254697	289734	290984	+	1251	3
TTHERM_00091570	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	292426;292888;293193;293433;293574	292833;293130;293350;293501;293634	-;-;-;-;-	939	0
TTHERM_00091560	scf_8254697	294350	295237	+	888	15
TTHERM_000091539	scf_8254697	297787	298095	-	309	0
TTHERM_00091540	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	298937;300012;300361;301006;301481;301682;301810;301984;302236;302524;302648;302891;303018;303232	298989;300189;300486;301320;301606;301751;301898;302133;302337;302589;302758;302960;303166;303252	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1626	0
TTHERM_00091530	scf_8254697;scf_8254697;scf_8254697;scf_8254697	303932;304072;304298;304627	303996;304232;304465;306176	+;+;+;+	1944	22
TTHERM_00091520	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	307458;307606;307751;307889;308036;308191;308328;308476;308620;308761;308905;309057;309196;309344;309484;309632;309726;309849	307545;307695;307840;307978;308125;308280;308417;308562;308709;308847;308994;309146;309285;309433;309579;309681;309790;310284	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1899	0
TTHERM_000091489	scf_8254697;scf_8254697;scf_8254697;scf_8254697	312390;312519;312655;312796	312466;312608;312744;313201	+;+;+;+	663	1
TTHERM_00091490	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	316750;316891;317033;317251;317423;317639;317870;318186;318797;319476;319861;320757;321211;321355;321491	316831;316970;317164;317367;317580;317813;318126;318289;319425;319793;320640;321154;321308;321441;322224	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4149	92
TTHERM_00091480	scf_8254697;scf_8254697	322485;323030	322972;323270	-;-	729	0
TTHERM_000091449	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	327346;327461;327645;327802;328118	327397;327591;327739;327957;328130	+;+;+;+;+	447	0
TTHERM_00091450	scf_8254697;scf_8254697	328557;329099	329044;329138	-;-	528	0
TTHERM_00091440	scf_8254697	331058	331453	+	396	0
TTHERM_000090427	scf_8254697;scf_8254697;scf_8254697;scf_8254697	333300;333842;335572;335728	333787;334051;335669;335738	-;-;-;-	807	0
TTHERM_000090428	scf_8254697;scf_8254697	336183;336335	336268;336671	+;+	423	0
TTHERM_000090429	scf_8254697;scf_8254697	337117;337658	337604;337964	-;-	795	0
TTHERM_00090430	scf_8254697;scf_8254697	339447;339970	339883;340252	-;-	720	0
TTHERM_00090420	scf_8254697	343745	343948	-	204	0
TTHERM_000090369	scf_8254697;scf_8254697	348008;348552	348495;348786	-;-	723	0
TTHERM_00090370	scf_8254697;scf_8254697	353155;353698	353642;353938	-;-	729	0
TTHERM_00090360	scf_8254697;scf_8254697	356283;356824	356770;357043	-;-	708	0
TTHERM_00090340	scf_8254697	362878	363354	-	477	0
TTHERM_000090329	scf_8254697;scf_8254697	365340;366614	365384;366664	+;+	96	0
TTHERM_00090330	scf_8254697;scf_8254697	368227;368349	368283;368678	+;+	387	3
TTHERM_000090319	scf_8254697	369022	369426	+	405	0
TTHERM_00090320	scf_8254697;scf_8254697	370630;371172	371117;371709	-;-	1026	0
TTHERM_000090289	scf_8254697;scf_8254697	372875;373068	373014;373212	+;+	285	0
TTHERM_00090290	scf_8254697;scf_8254697	377007;377326	377162;377379	+;+	210	0
TTHERM_00090280	scf_8254697;scf_8254697	378311;378686	378639;378926	-;-	570	0
TTHERM_00090260	scf_8254697;scf_8254697;scf_8254697	381964;382508;382651	382451;382593;382742	-;-;-	666	0
TTHERM_00090250	scf_8254697;scf_8254697	385024;385546	385460;385828	-;-	720	0
TTHERM_000089239	scf_8254697;scf_8254697	388836;389355	389272;389628	-;-	711	0
TTHERM_00089240	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	392300;392920;393677;393871;394162;394692;395787;396133;396726;398007;398389;398864;399203	392761;393383;393806;394098;394624;395600;396076;396659;397648;398326;398640;398929;399508	-;-;-;-;-;-;-;-;-;-;-;-;-	5340	0
TTHERM_00089230	scf_8254697	400587	402650	+	2064	7
TTHERM_00089220	scf_8254697;scf_8254697;scf_8254697;scf_8254697	403354;404245;405116;406257	403989;404846;405848;406640	+;+;+;+	2355	25
TTHERM_00089210	scf_8254697	408180	408719	-	540	0
TTHERM_00089200	scf_8254697	410055	410498	-	444	0
TTHERM_00089190	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	412754;413273;414166;414682;415301;415565	413053;413897;414274;415095;415511;415669	+;+;+;+;+;+	1764	7
TTHERM_00089180	scf_8254697;scf_8254697	417890;418153	417908;418922	-;-	789	0
TTHERM_000089169	scf_8254697	419060	419476	+	417	0
TTHERM_00089170	scf_8254697	422705	423628	-	924	0
TTHERM_000088159	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	425226;425372;425551;425719;426181;426717;427046	425301;425490;425666;425854;426398;426882;427147	-;-;-;-;-;-;-	933	0
TTHERM_00088160	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	428150;428292;428464;428639;428849;429124;429351	428231;428410;428579;428774;429066;429289;429443	-;-;-;-;-;-;-	930	0
TTHERM_00088150	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	430781;431246;431411;431640;432428;433515;434083;435205;435439;436204;437128	431190;431360;431584;432363;432793;434026;435125;435376;436143;436577;437842	-;-;-;-;-;-;-;-;-;-;-	5310	0
TTHERM_00088140	scf_8254697;scf_8254697	438850;440864	440787;442285	+;+	3360	15
TTHERM_00088130	scf_8254697	442914	444512	-	1599	0
TTHERM_00088120	scf_8254697	445894	446868	+	975	29
TTHERM_00088110	scf_8254697	448263	449255	+	993	19
TTHERM_000088099	scf_8254697;scf_8254697	450436;450526	450455;450682	-;-	177	0
TTHERM_00088100	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	452506;452862;453170;453505;453660	452793;453115;453368;453607;454207	+;+;+;+;+	1392	6
TTHERM_00088090	scf_8254697	454718	455977	+	1260	5
TTHERM_00088080	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	456523;456811;457050;457452;457882;458083;458320;458831;458937;459110;459355	456749;456973;457394;457820;458019;458250;458774;458879;459050;459206;459512	-;-;-;-;-;-;-;-;-;-;-	2283	0
TTHERM_000088069	scf_8254697	460806	461132	+	327	266
TTHERM_00088070	scf_8254697;scf_8254697;scf_8254697	462684;462845;464447	462774;464358;465139	+;+;+	2298	6
TTHERM_00088060	scf_8254697;scf_8254697;scf_8254697;scf_8254697	466415;466662;466904;468266	466532;466824;467196;469032	+;+;+;+	1341	2
TTHERM_000088049	scf_8254697	470120	471502	-	1383	0
TTHERM_00088050	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	472671;472996;473317;473670;473865;474302	472934;473247;473613;473810;473978;474961	-;-;-;-;-;-	1728	0
TTHERM_00088040	scf_8254697;scf_8254697;scf_8254697;scf_8254697	476941;477265;477644;478906	477202;477591;477837;479439	+;+;+;+	1317	6
TTHERM_00088030	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	479939;480961;481106;481266;481404;481674;481786;481923	480900;481006;481210;481352;481612;481733;481872;482478	+;+;+;+;+;+;+;+	2112	11
TTHERM_00088020	scf_8254697;scf_8254697;scf_8254697	485580;487223;487515	487147;487458;487681	+;+;+	1971	0
TTHERM_00088010	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	488519;488867;489049;489275;489550;489759	488788;488995;489174;489502;489708;491006	-;-;-;-;-;-	2160	0
TTHERM_00087015	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	491600;491792;491950;492141;492264;492412	491729;491892;492082;492202;492360;492488	-;-;-;-;-;-	600	0
TTHERM_000086999	scf_8254697;scf_8254697;scf_8254697;scf_8254697	493298;493771;493927;495020	493651;493876;494293;495935	+;+;+;+	1743	2
TTHERM_00087000	scf_8254697;scf_8254697;scf_8254697	497266;497902;498854	497803;498596;499345	+;+;+	1725	1
TTHERM_00086990	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	500171;500630;500965;501211;502466	500556;500903;501162;502407;503182	+;+;+;+;+	2772	6
TTHERM_000086966	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	505123;505703;506223;506901;507081;515489	505558;506119;506851;507029;515403;517122	+;+;+;+;+;+	11568	107
TTHERM_000086967	scf_8254697;scf_8254697	518221;518601	518368;518707	+;+	255	0
TTHERM_000086968	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	518767;519050;519775;520943;521234;523133;523728;524754;525614	518992;519180;520759;521140;521725;523481;524657;525500;525647	+;+;+;+;+;+;+;+;+	4092	4
TTHERM_000086969	scf_8254697;scf_8254697	525679;526951	526858;526967	+;+	1197	0
TTHERM_00086970	scf_8254697	528236	529474	+	1239	5
TTHERM_00086960	scf_8254697;scf_8254697;scf_8254697	529955;530648;531615	530443;531567;531816	-;-;-	1611	0
TTHERM_000086929	scf_8254697	533170	533778	+	609	9
TTHERM_00086930	scf_8254697	534631	536076	+	1446	11
TTHERM_00086920	scf_8254697	536544	538079	-	1536	0
TTHERM_00086919	scf_8254697	538847	539965	-	1119	0
TTHERM_00086910	scf_8254697	541739	543235	+	1497	0
TTHERM_00086900	scf_8254697	544291	545514	+	1224	3
TTHERM_00086890	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	546107;547180;547502;547658;547945;548517;548755;549587;550043;550217;550427	547123;547404;547595;547894;548457;548699;549052;549956;550147;550260;550463	-;-;-;-;-;-;-;-;-;-;-	3123	0
TTHERM_00086880	scf_8254697;scf_8254697;scf_8254697	552350;552585;552855	552523;552782;553022	-;-;-	540	0
TTHERM_00086870	scf_8254697;scf_8254697;scf_8254697;scf_8254697	555317;556726;559153;560162	556660;558936;560101;560841	+;+;+;+	5184	15
TTHERM_00086860	scf_8254697;scf_8254697	561886;562250	562191;562375	+;+	432	2
TTHERM_000086849	scf_8254697;scf_8254697	563119;563351	563278;563448	+;+	258	16
TTHERM_00086850	scf_8254697;scf_8254697;scf_8254697	563490;564075;564470	563731;564227;564602	+;+;+	528	9
TTHERM_00086840	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	565353;565553;566028;566325;566569;566984;567460;567877;568227;568382;568650	565408;565863;566243;566513;566927;567396;567821;568170;568327;568591;568679	+;+;+;+;+;+;+;+;+;+;+	2541	9
TTHERM_00086830	scf_8254697	569325	570551	+	1227	1
TTHERM_000086819	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	571190;571532;571682;572052;572200;572340;572831;572961;573068;573249;573350	571298;571618;571765;572141;572292;572429;572914;573010;573192;573288;573355	-;-;-;-;-;-;-;-;-;-;-	858	0
TTHERM_00086820	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	573474;574020;574171;574602;574784;574978;575138;575337;575710;575842;575949;576139	573748;574106;574244;574706;574870;575064;575287;575426;575793;575891;576062;576192	-;-;-;-;-;-;-;-;-;-;-;-	1257	0
TTHERM_000086809	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	576609;577008;577159;577616;577989;578144	576708;577100;577251;577870;578075;578208	-;-;-;-;-;-	693	0
TTHERM_00086810	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	581048;581362;581517;581806;582107;582341;582473;582580;582749	581258;581448;581621;581895;582166;582424;582522;582671;582764	-;-;-;-;-;-;-;-;-	795	0
TTHERM_000086797	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	584806;584914;585081;585381;585597;585729;585836	584856;585022;585170;585431;585680;585778;585898	-;-;-;-;-;-;-	498	0
TTHERM_000086798	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	586127;586530;586681;587145;587326;587532;587690;587848;588337;588468	586214;586619;586764;587240;587412;587618;587797;587937;588420;588469	-;-;-;-;-;-;-;-;-;-	816	0
TTHERM_000086799	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	589134;589315;589469;589627;589775;590244;590392;590537;590682;590823;590974;591128;591270;591407;591544;591834;591933;592019;592168	589227;589398;589570;589716;589864;590333;590481;590626;590771;590912;591063;591217;591359;591496;591633;591883;591967;592123;592372	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1755	0
TTHERM_00086800	scf_8254697;scf_8254697	593015;594577	594517;594684	-;-	1611	0
TTHERM_000086777	scf_8254697;scf_8254697	595126;595926	595739;595950	-;-	639	0
TTHERM_000086778	scf_8254697;scf_8254697	596079;596687	596627;596794	-;-	657	0
TTHERM_000086779	scf_8254697;scf_8254697	597433;598982	598929;599359	-;-	1875	0
TTHERM_00086780	scf_8254697	601615	603588	-	1974	0
TTHERM_00086770	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	605560;605692;605831;605953;606278;607247;608194;608557;608843;609236;609383	605637;605766;605892;606224;606992;607670;608508;608689;608940;609297;609440	-;-;-;-;-;-;-;-;-;-;-	2292	0
TTHERM_00086760	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	611572;611852;612278;612442;612944	611693;612144;612381;612685;613170	+;+;+;+;+	990	10
TTHERM_00086750	scf_8254697;scf_8254697;scf_8254697;scf_8254697	614137;614470;616327;616699	614261;616034;616439;617532	+;+;+;+	2637	0
TTHERM_00086740	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	618750;619057;620770;621341;621597;623923;625098;625621;626376;626597;626811	618992;620038;621272;621532;623615;625041;625478;626211;626501;626754;626907	-;-;-;-;-;-;-;-;-;-;-	6411	0
TTHERM_00086730	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	628252;628833;629096;630128;630457;630851;631428;631557;631892	628761;629038;630005;630322;630615;631096;631502;631730;631951	-;-;-;-;-;-;-;-;-	2535	0
TTHERM_00086720	scf_8254697;scf_8254697	633809;635334	635280;635433	-;-	1572	0
TTHERM_00086710	scf_8254697	637048	640563	-	3516	0
TTHERM_00086700	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	641561;641806;642300;644024;645325;645901	641736;642240;642965;644779;645429;646042	-;-;-;-;-;-	2280	0
TTHERM_000085668	scf_8254697;scf_8254697	652248;652658	652336;653246	-;-	678	0
TTHERM_000085669	scf_8254697;scf_8254697	655634;655752	655677;655917	+;+	210	0
TTHERM_00085670	scf_8254697	657973	659178	-	1206	0
TTHERM_00085660	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	662355;662943;663319;663774;664379;665096	662877;663019;663540;664051;664972;665183	-;-;-;-;-;-	1782	0
TTHERM_00085650	scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697;scf_8254697	666308;666570;666783;666937;667106;667332;667881;668326;668753;669559;669785;669993;670507;670896	666337;666730;666884;667002;667232;667749;668272;668690;669503;669723;669926;670400;670691;671009	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3426	25
